model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,secs
min_child 120,0.43654693941828604,0.5196903519041847,0.267329113268893,0.2248498814666167,0.6277222981764284,0.8545965463280178,0.3753936854582358,0.21147397086362035,0.1970666585782842,0.6268738457858268,0.5476739664231971,0.9802957763580539,0.9589277398467466,0.8400171508068377,0.818897001076439,min_child 120,7,BAH,160.5
min_child 120,0.4623335268799132,0.48972112066742124,0.29145662632997715,0.1634069549452362,0.6396278274803494,0.8645787353504343,0.37836531475285173,0.3176336387490675,0.2123408136515449,0.6154095997530179,0.5458120133237833,0.9810887538623756,0.9601163608690912,0.850125523854917,0.8165324840356233,min_child 120,8,BAH,164.4
min_child 240,0.4601864920614135,0.48850693698410447,0.28887059287754024,0.16392261346550727,0.6366467340042362,0.8648667157497578,0.3767632361527917,0.31263183702812464,0.20876626314078664,0.6148907855798248,0.5450728256299858,0.9811488605114778,0.9602789638784337,0.8500403043536121,0.8155302395570391,min_child 240,8,BAH,158.3
reg_lambda 10,0.49756054909776826,0.48611566518220944,0.3352366539198946,0.2229300835549969,0.6422663533276406,0.8896592751860519,0.4034718333191905,0.3522413869418617,0.2828710107979477,0.6331260989917017,0.568512925672564,0.986458530137953,0.9718694392767346,0.8709069048118886,0.8373860066398646,reg_lambda 10,1,CGD,167.3
reg_lambda 10,0.4569331680282486,0.4923158403866298,0.28226821399910534,0.17816449523565137,0.6197600665536764,0.8658646343202765,0.378882899226407,0.30054034770128474,0.1996941139921077,0.6162517837693434,0.5473489128395744,0.9814273196162289,0.9610865481308086,0.8510390596738687,0.8168257137910558,reg_lambda 10,3,BAH,162.4
reg_lambda 10,0.46537373258337067,0.5061756164874044,0.30835749662079803,0.24048874775547724,0.6318755948832276,0.8805888717264121,0.4002584518977078,0.2300913882242453,0.2644085939178784,0.6236649815754578,0.5584970135538154,0.9848610947462683,0.9686182751601723,0.8615501130035462,0.8301082494088879,reg_lambda 10,5,CGD,204.5
reg_lambda 10,0.4664539253962957,0.49517181256514514,0.30574868443964254,0.23885275183485444,0.6178645225142356,0.8787298814396174,0.39346269171884773,0.23988064434351197,0.26397390284820843,0.6388545283627599,0.5537182780808031,0.9844073999382603,0.9672546315917551,0.8592441297443575,0.8259548433756059,reg_lambda 10,6,CGD,199.2
reg_lambda 10,0.436278989348625,0.5207152115516144,0.26353778614133855,0.22531058779913685,0.6312771177155584,0.8542333823087724,0.3742710864287419,0.21398478492105635,0.1944878978241902,0.6283891483967865,0.5466217978191413,0.9801800745622335,0.9586744769344172,0.8396041542216033,0.8172621429266633,reg_lambda 10,7,BAH,174.2
reg_lambda 10,0.46143021369996207,0.48906614551174077,0.28904295757261206,0.1634024602785169,0.6411484745288897,0.864336915592426,0.3772706405601037,0.31606880799014025,0.2109681336827154,0.6159971628578268,0.5447613164219426,0.9810237765511703,0.9599551986006155,0.8499230966455472,0.8151702114255988,reg_lambda 10,8,BAH,171.7
reg_lambda 100,0.49399623566562445,0.48176680373280895,0.33498780336411477,0.22274285417476591,0.6367238117216878,0.8901912276689321,0.4011377067363088,0.3412900520700973,0.2795353235177104,0.6311925470677254,0.5677846724685347,0.9865143244296257,0.9720315824747351,0.871493532521801,0.8372043794508026,reg_lambda 100,1,CGD,168.3
