model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
"strain x1, pert x0.5",0.46119954035415905,0.49843295968627704,0.3115276415855504,0.24457732525116577,0.6147967798785952,0.8799523577864646,0.39782970358389425,0.21503060420672615,0.2643724009672963,0.619875590360975,0.5576696565998122,0.9848639103899322,0.9686032310960726,0.8602826569074622,0.828245941502913,"strain x1, pert x0.5",5,CGD,0.45081776277265456,190.0
"strain x1, pert x1",0.4405688787990814,0.5065486615245639,0.27164689515534535,0.19214534815835727,0.6011671192901705,0.8544347363181795,0.37241893944594545,0.19702503096828172,0.23949220706656674,0.6130214673759283,0.5594320465879336,0.9829720111071379,0.964190071250306,0.8329617656212198,0.8357397692345768,"strain x1, pert x1",0,CEK,0.42975929887072595,177.2
"strain x1, pert x1",0.49195258661801977,0.47714531947833205,0.3390481843748989,0.2237602047665419,0.6350430818059732,0.8892081936778544,0.4006733021880822,0.328291236184244,0.28397390678745865,0.6309373446326434,0.567917185556469,0.986434061089664,0.9718167355874522,0.8702426801089863,0.8368451874542017,"strain x1, pert x1",1,CGD,0.4705375836298885,179.8
"strain x1, pert x1",0.4551662076222006,0.4894369761923726,0.28781146629475823,0.1795382417771231,0.611141283835183,0.8660018387779707,0.3792946230592489,0.2891463337664002,0.2021071105083061,0.6145692036947574,0.5486914975475456,0.9815316956371671,0.961331278374471,0.8506592692807081,0.8179346468986451,"strain x1, pert x1",3,BAH,0.4433189516297045,175.3
"strain x1, pert x1",0.4438845167312353,0.5194771257867705,0.2758452633064485,0.21733325120236063,0.5922735329772554,0.8435338454712824,0.38180475278311543,0.20805553140047414,0.24246614598378693,0.6190143071725607,0.554415864941833,0.9792392876399886,0.956558526613715,0.8183882447493934,0.8304597739241981,"strain x1, pert x1",2,DHY210,0.433301185136007,180.9
"strain x1, pert x1",0.46505552839160014,0.45136494226323004,0.268384182796403,0.20891547208244446,0.6061980494569807,0.8640784560035223,0.356970180341589,0.3287103069510658,0.2333896186454853,0.6323727061310958,0.5468007274615722,0.983989858553691,0.9663277393552019,0.8446633231809422,0.8285529793458126,"strain x1, pert x1",4,CEK,0.4568091070294156,173.3
"strain x1, pert x1",0.463503391944543,0.5024759345542088,0.3112351603525865,0.24398222215944637,0.6229660359620308,0.8804211790202974,0.3997964383017719,0.22194590456022514,0.26465648495014965,0.6220768827879757,0.5588376076833598,0.9848946644108492,0.9686819931177294,0.861018266741172,0.8292900302743269,"strain x1, pert x1",5,CGD,0.4517356420544662,181.5
"strain x1, pert x2",0.4437756251378888,0.5104497643783339,0.2702747499512479,0.19079160949898277,0.6059542950943676,0.8552778486935548,0.37344448172920697,0.20751657980990626,0.24211242729360666,0.6141278793233168,0.5604069122768359,0.9830314046079451,0.9643441179840235,0.8341046319913821,0.8369611033096449,"strain x1, pert x2",0,CEK,0.43094143485886677,183.9
"strain x1, pert x2",0.4445042829881671,0.5195159891703752,0.2749094070453512,0.2176249786863877,0.5985328824544901,0.8440368032119195,0.3818795120412831,0.2092849674283279,0.24292178897401215,0.6209289010291772,0.5538560590415331,0.9792841914769382,0.9566620759872078,0.8190822765365883,0.8297462176201197,"strain x1, pert x2",2,DHY210,0.4333661831212796,172.4
"strain x1, pert x2",0.49550228626295645,0.4826372366295875,0.3369877136183167,0.2227425077243553,0.6404168030754295,0.889368840437658,0.4024739871614516,0.34335683954802676,0.28337873110413375,0.6324368584079089,0.5683844282767783,0.9864288542427447,0.971803387761922,0.8705914187877113,0.8372458328716452,"strain x1, pert x2",1,CGD,0.4700156921732465,202.0
"strain x1, pert x2",0.46672592274986824,0.45377497182774046,0.26587819511981586,0.2070321944985975,0.6103066193340825,0.8644720929997032,0.3569782852998671,0.3359889946282346,0.23396881555011825,0.6324637535470409,0.546979908691723,0.9840096703732334,0.9663824845258396,0.8454596459380497,0.828945236394455,"strain x1, pert x2",4,CEK,0.4588311050415063,183.9
"strain x1, pert x2",0.4567355069745957,0.492107075183884,0.2848088942123509,0.17871289370204935,0.6159555724083143,0.8658840853749762,0.37955180305395225,0.2979010612121152,0.20056390324787846,0.6157671855831337,0.5480205537160054,0.9814914311133008,0.9612149622128219,0.8505486545219357,0.8173371383880945,"strain x1, pert x2",3,BAH,0.4432239456852647,198.2
