model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,TOTAL_additive_only,secs
"plate 0.15, pxs 6",0.45103347950461914,0.48761218313267324,0.28183651188230285,0.17491059088853161,0.609311116996901,0.8625680446895754,0.3755732697700028,0.2886655691678488,0.19260462289715777,0.6116879694518047,0.5440743553204305,0.9811524048201418,0.9606291808845484,0.848126719165203,0.8159996535387508,"plate 0.15, pxs 6",3,BAH,0.4400605101186466,213.4
"plate 0.15, pxs 6",0.44088446409051985,0.51603243904487,0.2751317685596702,0.20776359012567494,0.5921002387608484,0.8434396979899919,0.3790069676828064,0.19942888329498656,0.24176898495359755,0.6160882450676788,0.551927688306704,0.9792834121982779,0.9565406440597152,0.818892830602613,0.8278505351584975,"plate 0.15, pxs 6",2,DHY210,0.4296605840041894,213.9
"plate 0.15, pxs 6",0.4846704122663988,0.4762062114333512,0.31678804369411395,0.2173871249912928,0.6328329270992451,0.8825895216767761,0.3910610521954028,0.3299324468644718,0.26646181973818683,0.6315923975299312,0.558983036173359,0.9853884668817741,0.9695626239640031,0.865035136447726,0.8294634347855854,"plate 0.15, pxs 6",1,CGD,0.4649367079426379,216.3
"plate 0.15, pxs 6",0.45543817254325836,0.5020350366145236,0.2919877594592599,0.22468660909598237,0.6224312585444864,0.8731771323340194,0.389370449122015,0.22221323956281125,0.2494390742359987,0.6163587507906414,0.5498759191424915,0.9837394558030039,0.9661562849834593,0.8559933506885536,0.8220260877126904,"plate 0.15, pxs 6",5,CGD,0.44371176028874293,214.7
"plate 0.3, pxs 1",0.45024863519127206,0.4808512836604878,0.283963777147678,0.1755041044413017,0.6039704834119165,0.8636540665861024,0.3731570313395884,0.28556695021498074,0.19486660083910523,0.6107258988639243,0.541385278838896,0.9812913380637912,0.9608898517088694,0.8492423104199259,0.8127339496126006,"plate 0.3, pxs 1",3,BAH,0.4406438614647697,205.6
"plate 0.15, pxs 6",0.440048830610642,0.5079695782879324,0.26927839904144574,0.18787809546984938,0.599586086557846,0.8544848493590937,0.37128991846986936,0.19982634432037627,0.23642247857554713,0.6115873429998195,0.5584176448437834,0.9829873606059253,0.964155987768609,0.8337273224138045,0.8351341988290518,"plate 0.15, pxs 6",0,CEK,0.42878776268117225,223.3
"plate 0.15, pxs 6",0.463430045412566,0.44932648300746975,0.26633419365339683,0.2019548516797434,0.6047535543900145,0.8639122055192134,0.3543137573133842,0.3289671712723072,0.23057887510309721,0.62964208936451,0.5439149353769076,0.9839834733483679,0.9662361763496462,0.8454462094311559,0.8254408576173565,"plate 0.15, pxs 6",4,CEK,0.4580594855374163,220.2
"plate 0.3, pxs 1",0.4368770475252883,0.5043911061462475,0.27060734426813793,0.19007000605853208,0.5978624876104662,0.8544634298062777,0.3706790396361115,0.18414022106490624,0.23725502177082178,0.6118408892844567,0.5570292831882709,0.9830153348999532,0.9642167105525581,0.8334331691998306,0.8338627756828063,"plate 0.3, pxs 1",0,CEK,0.427585344441134,221.7
"plate 0.3, pxs 1",0.4625360219332173,0.4411884451411332,0.267720976644593,0.2042312492351988,0.6015522967268474,0.8643122911544208,0.3516420508060036,0.32631589032622965,0.23235854851404877,0.6299394214687252,0.5406844217180798,0.9840236609442209,0.9663792797379923,0.8454864151726105,0.8220750810206765,"plate 0.3, pxs 1",4,CEK,0.45884244224634996,165.5
"plate 0.3, pxs 1",0.4545291388366093,0.49887177807297844,0.2954815716279556,0.22886719563786528,0.6170086560250048,0.8744944574412393,0.3896846601898345,0.21306071718941563,0.2524587037233521,0.6160350499164065,0.5500338625341722,0.983916408930888,0.9665662167449826,0.8568515293110364,0.8225243255423587,"plate 0.3, pxs 1",5,CGD,0.44405386278602865,178.3
"plate 0.3, pxs 6",0.43986839980273584,0.5071171820778413,0.2697179441215713,0.18986987785940923,0.600423916381626,0.8547207763728222,0.3714632861098854,0.19759978155447416,0.23681561387892833,0.6125344634500758,0.5584379513802403,0.9830311742343,0.9642465912941273,0.8339004505138262,0.8350204978322986,"plate 0.3, pxs 6",0,CEK,0.4292494774092303,172.7
"plate 0.3, pxs 6",0.45124480510397463,0.48693786149403984,0.28315468979288877,0.1757796714897369,0.6094588989868278,0.863552992479856,0.3758880410578021,0.2864082101703981,0.19413995841508488,0.6122349818568645,0.5445812888153979,0.98127922911294,0.9608626079420234,0.8489565457768166,0.8154376119054477,"plate 0.3, pxs 6",3,BAH,0.4411532741126252,189.1
"plate 0.3, pxs 6",0.487023641185898,0.47808913050054114,0.32061433140027423,0.21877279701863903,0.6325669322583958,0.8840680988787356,0.3934580787272547,0.33385300107217303,0.2692035387951648,0.6315305626944818,0.5616227497084291,0.9855933996390843,0.9700070485076475,0.8663932269231243,0.8322725308337212,"plate 0.3, pxs 6",1,CGD,0.4663593853490081,193.0
"plate 0.3, pxs 6",0.4406233007153694,0.5152574823285113,0.2747787808594028,0.20903033175940758,0.5924965764134787,0.8434907966921412,0.37874705017417853,0.19842171742627399,0.24149129971737954,0.6166161401605634,0.5518832277721892,0.9792837600218607,0.9565467658771962,0.8189411191879743,0.8278350352865411,"plate 0.3, pxs 6",2,DHY210,0.4304564353882513,193.9
"plate 0.6, pxs 1",0.4873645386729665,0.4712634999124422,0.3266795247466199,0.22134241344538702,0.6287263699014318,0.8857747575140482,0.39286327344245275,0.32970197786337097,0.27439351890774727,0.6312542059397015,0.5609849772269965,0.9858428598062314,0.970570366563612,0.8676360886133626,0.831538972650405,"plate 0.6, pxs 1",1,CGD,0.4696467556355668,185.9
"plate 0.6, pxs 1",0.43874750865033785,0.5125895798337476,0.2755120264543821,0.21306669073184015,0.5879029462972347,0.8432475438945077,0.3782462742156678,0.18951987525089772,0.24214140026565356,0.6164469075208575,0.551189709242465,0.9792354381375243,0.9564905795922793,0.8183930375340732,0.8273891525767257,"plate 0.6, pxs 1",2,DHY210,0.42921218293683655,185.2
