model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,config,seed,strain,tag,TOTAL_additive_only,secs
S_strain_x_time_x0.25,0.466383540532947,0.4956454539137283,0.3048547177771999,0.2385148998217217,0.6174141968058101,0.8784201677036736,0.3932183865610917,0.2403984859010298,0.2637398224975654,0.6387555497247105,0.553833873994987,0.9843552017890848,0.967157000452504,0.8588705575950978,0.8264944858426343,S_strain_x_time_x0.25,6,CGD,cheap,0.4532900875633344,169.3
S_strain_x_time_x4,0.458776223301796,0.4948945898715868,0.2825032124566902,0.1789329579574992,0.6206420853702502,0.8661437339812825,0.3802547437248454,0.3068081406381265,0.1999738458809638,0.6172904603346092,0.5479669447409824,0.981493642141542,0.9612158289453824,0.8508578163608395,0.8174362989447378,S_strain_x_time_x4,3,BAH,cheap,0.4422127231444392,139.6
S_strain_x_time_x0.25,0.4976003416227065,0.4863408590673668,0.3349010854593893,0.2229082545100106,0.6429827523665462,0.8893930445835327,0.4034863783542918,0.3530376970515814,0.282828954280976,0.6326074252818161,0.5683213064546787,0.9864347401987992,0.9718003494025071,0.870640931489785,0.8372073811876485,S_strain_x_time_x0.25,1,CGD,cheap,0.4680521969288368,179.1
S_strain_x_time_x0.25,0.4569345246970828,0.4921158373786121,0.2819217931773492,0.1779789935113503,0.6200635556106373,0.8656481024414637,0.3786630722782585,0.3010461131634439,0.1996346643190573,0.6165629682803344,0.5469336762938345,0.9814157513237006,0.9610592575992216,0.8504878399460265,0.8167263208902732,S_strain_x_time_x0.25,3,BAH,cheap,0.4420783140378899,167.3
S_strain_x_time_x0.25,0.4620376952295781,0.4895276209275299,0.2894590832817672,0.1638707507517786,0.6418071022523851,0.8643608251012411,0.3777281711375552,0.3175622908468476,0.2116447754568552,0.6164505285514478,0.544940426181116,0.981049908584681,0.96001527510105,0.8497906604201597,0.8155910391775621,S_strain_x_time_x0.25,8,BAH,cheap,0.4441104482796667,169.5
S_strain_x_time_x4,0.4658443523751908,0.4948726798669886,0.304600158557028,0.2384619913606636,0.6174190239781031,0.878587182864663,0.3927976305787228,0.2384029251672812,0.2633611294734801,0.6387871816095921,0.5539195813693187,0.984376921182408,0.9672130552755296,0.8591268178818748,0.8263145093375024,S_strain_x_time_x4,6,CGD,cheap,0.4535865440378104,150.7
S_strain_x_time_x0.25,0.4354976646976736,0.5192761814658442,0.2637231731617263,0.2258557585114512,0.6310439670044528,0.8539505978997701,0.3739037309980713,0.2106412309837457,0.1945381799235404,0.6285464582509068,0.5468216872330761,0.9801565939441657,0.9586252536112938,0.8391228735551185,0.8181017859023444,S_strain_x_time_x0.25,7,BAH,cheap,0.4290038670501399,177.5
S_strain_x_time_x4,0.4971238749852232,0.4857545044031526,0.3347339722005266,0.223463982635408,0.6422994701647031,0.8895200380770949,0.4032074758238458,0.3505306499816676,0.2828662566163297,0.6331945811861317,0.5683831795126031,0.986444617002124,0.97182908372072,0.8707326728653845,0.8374327048624329,S_strain_x_time_x4,1,CGD,cheap,0.4679451020342459,174.9
S_strain_x_time_x4,0.4618351330853502,0.4891843013657069,0.2894529822502668,0.1631005231109531,0.6420543171507367,0.8644063848400474,0.3774896935933538,0.3172900085522814,0.2112516381739735,0.6162240625760727,0.5450139423228779,0.9810446187088664,0.9599806975924374,0.8499487507184116,0.8160488869864413,S_strain_x_time_x4,8,BAH,cheap,0.4440401261261715,149.5
S_strain_x_source_x0.25,0.4974576723981334,0.4862520995655859,0.3341187940742229,0.2230677878207868,0.6430174163661114,0.8890705188861445,0.4031848053904707,0.3530208127827013,0.2824298339437622,0.6333035167480267,0.5685377250638296,0.986382196241257,0.971698242252018,0.8702367638016173,0.8373066830875506,S_strain_x_source_x0.25,1,CGD,cheap,0.4682042468680183,147.0
S_strain_x_source_x0.25,0.4660265779679594,0.4957097198586422,0.3042477027637377,0.2394999388184674,0.617505259213134,0.8781646648570376,0.393129179822091,0.2394755044869674,0.26316636812608,0.63879463755609,0.5540702352562122,0.9843206112445828,0.9670852982362608,0.8586406170615053,0.8269077988163753,S_strain_x_source_x0.25,6,CGD,cheap,0.4538151675660039,140.6
S_strain_x_time_x4,0.4352663447420469,0.5188206093881457,0.2636959350745239,0.2249375842309792,0.6312602113425351,0.8541415751678894,0.3736438190375244,0.2097526124765476,0.1946758806198212,0.6282988483507354,0.5462298298948125,0.9801831730144276,0.9586508308879568,0.8393721432430128,0.8167899757138202,S_strain_x_time_x4,7,BAH,cheap,0.4294006838681959,184.4
S_strain_x_source_x0.25,0.4578543135715937,0.4937134462166246,0.2820876083230675,0.1789131141666681,0.6201792616333779,0.8657049033346226,0.3795610644097682,0.3040183770951374,0.1998602244087826,0.6168032562131248,0.5473404176026135,0.9814349539082432,0.9610788979858086,0.8505454815074401,0.8159736923464067,S_strain_x_source_x0.25,3,BAH,cheap,0.4423971478892761,152.1
S_strain_x_source_x0.25,0.4646723337443233,0.5055740346336798,0.3074471228395104,0.2406023360901722,0.6315856584163875,0.8800037433439003,0.3996492463599407,0.2286472901098199,0.2639570444941334,0.6235366816062191,0.5576947680829092,0.984784677804134,0.9684457021231572,0.8608584147987505,0.8292988770756914,S_strain_x_source_x0.25,5,CGD,cheap,0.4507799007684087,156.5
S_strain_x_source_x0.25,0.4365756157971465,0.5209885013930868,0.2639745997170281,0.2251064745311233,0.6312498080571283,0.8540709783933405,0.374546002535076,0.2148816451489756,0.1949812410453224,0.6281933758111965,0.5466600932946044,0.9801673049275564,0.9586379245749784,0.8394548324479123,0.817436333559486,S_strain_x_source_x0.25,7,BAH,cheap,0.4293035969521014,148.1
S_strain_x_source_x4,0.4979179894005419,0.4856028740124736,0.3373478266984004,0.2247781265763052,0.642439936879358,0.8902280780218839,0.4042946651892292,0.3504095896703619,0.2845022345777621,0.6338598882309022,0.5686070765228562,0.986592796575486,0.972107341521282,0.871387499326074,0.8370556437583319,S_strain_x_source_x4,1,CGD,cheap,0.4672299272244062,126.3
S_strain_x_source_x0.25,0.4618529443376928,0.4895209901116658,0.289432120334429,0.1639295782076133,0.6420726028150029,0.8643401631641648,0.3777399355634867,0.3169510681950359,0.2113221928825094,0.6164774011014231,0.5449507097667383,0.981045800342328,0.9600091818623568,0.8497331706235238,0.8156829243217278,S_strain_x_source_x0.25,8,BAH,cheap,0.4444016233396668,145.8
S_strain_x_source_x4,0.4637991188602356,0.5015612910576643,0.3094957446092892,0.2413802219786654,0.6310842664379381,0.8808935967683444,0.3989054540773568,0.2230119028079956,0.2652823506455024,0.6237216691847425,0.5572603675610726,0.9849513456062522,0.9687759964318774,0.8616919547080707,0.8284010857612076,S_strain_x_source_x4,5,CGD,cheap,0.4483322796060314,137.4
S_strain_x_source_x4,0.4655388268019446,0.4917169922976125,0.3066823927435924,0.2393810237851826,0.6174261490766615,0.8791857684212729,0.3924907709547159,0.2348891715847123,0.2649684701494172,0.6393454039390829,0.5534582327655365,0.9845130068551284,0.9674632496874936,0.8595814741768472,0.8257519523881711,S_strain_x_source_x4,6,CGD,cheap,0.4514972748697651,122.9
S_strain_x_source_x4,0.4568291508829695,0.4918747655866877,0.2826227828610003,0.1786850337781723,0.6201221886329858,0.8660772912879727,0.378916028574503,0.2996368225218446,0.199536896494841,0.6168603766842318,0.5472780801997782,0.9814582318528544,0.9611402364302536,0.8510500580025725,0.8167552744150534,S_strain_x_source_x4,3,BAH,cheap,0.4408385100098932,121.4
S_strain_x_source_x4,0.4604720345434704,0.4867953893511295,0.2900551987268245,0.1637132920961578,0.640924924404201,0.8646664711363776,0.3767315696611753,0.3108169201401235,0.211658003524411,0.6162152729151968,0.5447867175294877,0.9810638094448328,0.960049757163436,0.8502272562907787,0.8156413907274498,S_strain_x_source_x4,8,BAH,cheap,0.442634138062757,118.7
S_strain_x_source_x4,0.4361963493540909,0.5198032246894797,0.2641947788839934,0.2271069198014793,0.6301268193786207,0.85450107171611,0.3743857136811611,0.2125399783379335,0.194816171072127,0.6286061639369758,0.5473572062973787,0.9802075154981664,0.9587255435240756,0.8398874094268879,0.8180917857967444,S_strain_x_source_x4,7,BAH,cheap,0.4281010400147718,127.6
FB_early_plate1,0.4568614466967869,0.4927799428894779,0.2803005067775956,0.1755858365144179,0.6204966082301163,0.8664738523609066,0.3780477182896628,0.3040782641291136,0.196961560154522,0.6157902866066409,0.5453550626959712,0.981415668740286,0.9610025090476118,0.8522495755243032,0.8150122724498067,FB_early_plate1,3,BAH,cheap,0.4417799303729987,183.6
FC_early_plate4,0.4672682061894794,0.504399335515134,0.3163520380552895,0.2503227475740639,0.6322258592492929,0.8820429308784157,0.404043760956442,0.2279947609278609,0.2680815942737976,0.6262957197704131,0.5600767351462539,0.9853464807605342,0.9694939772056076,0.8612691213319817,0.8290878299974519,FC_early_plate4,5,CGD,cheap,0.451834911764328,190.9
FB_early_plate1,0.4603965479567515,0.4878220743973588,0.2867442694426921,0.1617097763892797,0.6417806909342882,0.8650861835453281,0.3756813034515112,0.3155705239935329,0.2083813813000393,0.6153107071531666,0.5427506722155381,0.9809919644078566,0.9598368802892048,0.8517155084254844,0.813720668824896,FB_early_plate1,8,BAH,cheap,0.4441045916347534,195.0
FC_early_plate4,0.4990338316987342,0.4858730379875021,0.3451060574418194,0.2239143483926388,0.6430182285584786,0.8908067662580688,0.4071782623200935,0.349939993394897,0.2873213891494313,0.6309135873589367,0.570685552446755,0.9868439523271256,0.9725345482827358,0.8711700037914749,0.8373691076069032,FC_early_plate4,1,CGD,cheap,0.4667797404993883,207.1
FB_early_plate1,0.4697068292599991,0.5067601542426561,0.3218428151832944,0.2460447830819312,0.6320100447826613,0.885960159435926,0.4066001787352996,0.2304907689282192,0.2709106816745427,0.625890847557848,0.5599075562530361,0.985962826145814,0.9707017236950992,0.8667363239078515,0.8291608061673365,FB_early_plate1,5,CGD,cheap,0.4546592240689328,217.5
FB_early_plate1,0.5019903068846213,0.4862094050387237,0.3489693304949771,0.2312104521377249,0.642844389759774,0.8948858072701206,0.4097504750802045,0.3539377849654365,0.2881724709087641,0.63646691760996,0.5701356744941979,0.9874740686006084,0.9737863114822995,0.8765158077803351,0.8363776741856598,FB_early_plate1,1,CGD,cheap,0.4727639869180966,223.3
FB_early_plate1,0.4347746910894222,0.5197798649749004,0.2614523796104033,0.2213599240133641,0.6319414492143658,0.8547748899360075,0.3725662591013969,0.2113332624457508,0.1924094394764509,0.6271113840958151,0.5443693906569916,0.9800672347125476,0.9584013071024348,0.8413676080998738,0.8152646328980245,FB_early_plate1,7,BAH,cheap,0.4276113413873216,225.4
FB_early_plate1,0.4706702251123353,0.4944491374833356,0.3199768825069132,0.2456275757129064,0.6166355923834864,0.884370677167934,0.3997333787057451,0.2376694031755963,0.2716104461239154,0.6421744387475784,0.5557866253530408,0.985549557264982,0.969441803944764,0.8647671131848305,0.8258870678317877,FB_early_plate1,6,CGD,cheap,0.45861526764562,230.6
FC_early_plate4,0.4565727532775475,0.4942495006179994,0.2788556584807968,0.1759394243062752,0.6199912690269006,0.8631654601255077,0.3781905906699891,0.3024021362836179,0.2004829618383663,0.614646240463514,0.5470073982840096,0.980912687826065,0.9599665154200904,0.8475580415769715,0.8155941046141666,FC_early_plate4,3,BAH,cheap,0.4394089299746553,232.1
FC_early_plate4,0.4697371288232715,0.4955459245674403,0.3164994516142771,0.24490545427693,0.6177639133462174,0.8804509175514024,0.3987431716819364,0.2398170813191808,0.2702462212430624,0.6408748404193304,0.5572201567625044,0.9849599817683924,0.968241537348412,0.8592942167109459,0.8270629469911953,FC_early_plate4,6,CGD,cheap,0.4551515490655778,244.9
FC_early_plate4,0.4359448514732226,0.521445886613819,0.2588598765677496,0.231708042482283,0.6308570143218789,0.8516215591766111,0.3730245786627207,0.2170835011635279,0.1935580866739743,0.6293369849639614,0.5460475781664721,0.9796022594008112,0.9574308637604102,0.836744773095513,0.8165639922899799,FC_early_plate4,7,BAH,cheap,0.4276458943321046,252.1
FC_early_plate4,0.4598962451081194,0.4879370723794406,0.2863212805221127,0.1614706260970315,0.641579307582339,0.8619181035098872,0.375523346392636,0.3124070202268436,0.2124435817235315,0.6145779994210392,0.5440773495160799,0.9805135337722442,0.9588573225090146,0.8470573809404303,0.8144810855798329,FC_early_plate4,8,BAH,cheap,0.4413968256445115,272.6
FD_early_pert2,0.4996082969775119,0.4831823383319739,0.3507605703530985,0.229130469968316,0.6398223952646387,0.8937069036998583,0.4086270694514073,0.3443266421321286,0.2894792422812614,0.6339209680785571,0.5711375036830931,0.987276756983949,0.9733937773025332,0.8750362242651665,0.8376757632214868,FD_early_pert2,1,CGD,cheap,0.4735373480163851,185.9
FD_early_pert2,0.4698918140181286,0.5061867122068171,0.3231774546028453,0.2514471917600729,0.6292643776604384,0.8851497814822896,0.4074413722913617,0.2299345183402668,0.2714138264781946,0.6264124272535945,0.5618120591955698,0.9858314362322416,0.9704504144496016,0.86549331432522,0.8304131202606674,FD_early_pert2,5,CGD,cheap,0.4560601230329828,179.6
FD_early_pert2,0.4725385514178392,0.4975954346947879,0.3218992966119424,0.2485337934145223,0.6155055925440152,0.8834786498372669,0.402077933873477,0.2429618957482662,0.2728304610741949,0.6424683497525787,0.5583606328453278,0.985427270469929,0.969169347180164,0.8633800408873757,0.8274315998552998,FD_early_pert2,6,CGD,cheap,0.4594403550667326,182.4
FD_early_pert2,0.4564767263607827,0.4929503530803097,0.2825063287044145,0.1761822663393344,0.6161406988395807,0.8656311011619193,0.3787352553066899,0.3001676723380043,0.1992641034177326,0.6144322297342566,0.5467422835430658,0.9812986512337736,0.9607314141145028,0.8510940300403723,0.8152093506567759,FD_early_pert2,3,BAH,cheap,0.4428389384220231,190.7
FD_early_pert2,0.4362988498695571,0.5214599585871617,0.2623779652589731,0.2271089456901904,0.6291075753400366,0.8540274529987568,0.3740372672043962,0.2156680362842462,0.1934762591241924,0.6283829305270985,0.5463378066861825,0.979996982154042,0.9582146474079444,0.8400345007515633,0.8172127326094674,FD_early_pert2,7,BAH,cheap,0.429620726615574,182.8
FE_early_pert8,0.4692000212190537,0.5058977363715605,0.3195692367468003,0.2476145263965848,0.6322927285778249,0.8849427967680843,0.405573868839877,0.2302820603292527,0.270887667933073,0.6261627912435497,0.5593553975729508,0.9857812576280484,0.9703342768389857,0.8653176073438934,0.8282754362670012,FE_early_pert8,5,CGD,cheap,0.4529819735155244,173.4
FE_early_pert8,0.502937032981654,0.4891420700694643,0.3471757118507297,0.2274408227040734,0.6426261857071692,0.8939138055862632,0.4098191238924056,0.3600908215700311,0.2888435027257416,0.6338635289955589,0.5705254626517904,0.987282669556206,0.9734061320367976,0.8753886291088925,0.8368395416890947,FE_early_pert8,1,CGD,cheap,0.468899520380958,187.7
FD_early_pert2,0.4602736982447445,0.4884130153859939,0.2889850491567674,0.1620539925376269,0.6388433734519973,0.8645151624881705,0.3766428935280568,0.3117217229898401,0.2108112361564465,0.6148173463663634,0.5444323179840509,0.9809126515842376,0.959699972705884,0.850632700518167,0.8147971690818299,FD_early_pert2,8,BAH,cheap,0.4447575959111163,193.0
FE_early_pert8,0.470772372270395,0.4939050589627963,0.3187003814503795,0.246562162785135,0.6185179068373999,0.8832674457163504,0.399235991369755,0.2388129612576437,0.2724640911910296,0.6425882426180306,0.5559130106629666,0.9853813179918836,0.969077508017925,0.8632336486751405,0.825392914056879,FE_early_pert8,6,CGD,cheap,0.4568985720273949,184.6
FE_early_pert8,0.4585209479569148,0.4949068846893674,0.2802512404994315,0.1761992803801343,0.619729859919943,0.8659699055615753,0.3789986307589807,0.3087152993466351,0.1996541838211548,0.6158365999301225,0.5463950505656857,0.9813304023556808,0.960827119980069,0.8513079415977003,0.8153493230890925,FE_early_pert8,3,BAH,cheap,0.4401201883292855,176.2
FE_early_pert8,0.4354424003293412,0.5201666795538243,0.2597747733456264,0.2256986399796811,0.632999859502642,0.8542597434110066,0.3724788279268389,0.2132882295876662,0.1935769800586651,0.6286349234776709,0.5446842077679347,0.9799617753579368,0.958179159749865,0.8407126791454939,0.816044571026727,FE_early_pert8,7,BAH,cheap,0.4271077077070869,182.8
FE_early_pert8,0.4621698431423157,0.4899846313751306,0.2861322704803163,0.1623202596547052,0.6421380620300949,0.8645806451672979,0.3764636863796098,0.3209591906110158,0.2109795347152095,0.6157375302339352,0.5435258885063022,0.98091328004272,0.9596326409065224,0.8505736485181637,0.8141024536730856,FE_early_pert8,8,BAH,cheap,0.4425706319893764,164.2
G1_plate_strain_pxs,0.4667810184906432,0.49671975344551345,0.3044617958269309,0.23888503975314146,0.6175214708153991,0.8784493490170252,0.39354521427011596,0.2418647338579128,0.2636146354532945,0.6388361269969707,0.5545071711554124,0.984366020321698,0.9671773731192831,0.8590113846787494,0.8269846980818949,G1_plate_strain_pxs,6,CGD,cheap,0.4535250970895294,151.4
G2_strain_first,0.501246612037075,0.4859584202886337,0.3482887883927097,0.22935928242083808,0.6433499006643726,0.8935431253769492,0.4091645755728007,0.3517501177931135,0.2891837168488615,0.6352246864983209,0.5707521498051574,0.9872483058799228,0.9733348782161074,0.8748855458666165,0.8373037645025144,G2_strain_first,1,CGD,cheap,0.4714005069940434,175.0
G2_strain_first,0.4355675117012635,0.5199509023257484,0.2607420688185321,0.22619420223755993,0.6313629523213798,0.8544456958874113,0.3727994868940848,0.21272103207099569,0.19418756765300044,0.6283221226506011,0.5452913718080138,0.9800164548817565,0.9582425935959236,0.8406499586902283,0.8163239558903539,G2_strain_first,7,BAH,cheap,0.4288252648726029,184.6
G2_strain_first,0.4567333418162182,0.49259327045066087,0.27979805775828875,0.17555347385129944,0.6202369515958426,0.8658578733148079,0.3777660672279769,0.30228222610510624,0.19924322165298466,0.6152697135877474,0.5457637887173897,0.981282334958094,0.9607002048854736,0.851549673679732,0.8147002223649191,G2_strain_first,3,BAH,cheap,0.4420159467753581,186.3
G1_plate_strain_pxs,0.4651140447892467,0.5059802747149313,0.30766178066805744,0.23944225469092423,0.6320210066045655,0.8801133384853485,0.3997728164876764,0.2306957177016692,0.2639191189909493,0.6233462273859948,0.557811657862695,0.9847869201616916,0.9684609151317781,0.8609958876845122,0.8294845595190689,G1_plate_strain_pxs,5,CGD,cheap,0.45044262426214077,187.6
G1_plate_strain_pxs,0.457839463329637,0.4934914077971124,0.28242709844228614,0.17863548415411026,0.6199619300025576,0.8658597514571358,0.3795323242594398,0.3036597686290576,0.20001093399836806,0.6167137727793321,0.5475782833986305,0.981454099759949,0.9611283868243097,0.8507526169432014,0.8169497352887428,G1_plate_strain_pxs,3,BAH,cheap,0.44228408313423795,192.4
G1_plate_strain_pxs,0.43655614031080714,0.5209576379982748,0.2640156032385527,0.22556133073939544,0.6315675153729605,0.8540888827247961,0.3746283000729546,0.21464214860508882,0.194732254053169,0.6285787083564724,0.546970747606208,0.9801695746689818,0.9586635898657084,0.8393039506668398,0.8179989458983349,G1_plate_strain_pxs,7,BAH,cheap,0.42922786193043927,194.8
G2_strain_first,0.46916631638832074,0.5060667911695601,0.3199657402781201,0.24770736725948383,0.6319371184996436,0.8846736801140535,0.4057896824237761,0.2300038425311445,0.2707514638405979,0.6261348952169039,0.5603921792705419,0.9857264559088467,0.9702470831154799,0.8651437661846801,0.8297726865027054,G2_strain_first,5,CGD,cheap,0.4544262099005456,203.3
G1_plate_strain_pxs,0.4617135261942607,0.4888471487606094,0.2891664849206392,0.16360642793875543,0.6412082352805288,0.8643092721216709,0.37725784130706735,0.3168702508095753,0.21146175374658235,0.6162327245306125,0.5449507615773379,0.9810252102101633,0.9599699801591933,0.8497054526179311,0.8161332396915593,G1_plate_strain_pxs,8,BAH,cheap,0.44424999587961833,205.4
G2_strain_first,0.4713655282489933,0.49572403257200925,0.31943610416427975,0.2469053403451271,0.6170301195241367,0.8832384269487031,0.4002149978253808,0.24032703963915814,0.27252472102266634,0.6424752633813706,0.5569242986481094,0.9853627230925596,0.9690663951013258,0.8631955535451259,0.8268487698600276,G2_strain_first,6,CGD,cheap,0.45816414341676553,208.4
G1_plate_strain_pxs,0.4976365504577294,0.4866733745098108,0.33452220637720526,0.22299737137553752,0.6426132114431242,0.8893211297168084,0.4034806428961811,0.3537054167713777,0.28256382435261224,0.6325239750838084,0.5679183611428725,0.9864120527581691,0.9717589766308394,0.8705352649419155,0.8368363599369375,G1_plate_strain_pxs,1,CGD,cheap,0.4680563115475736,210.6
G2_strain_first,0.46141209902979463,0.4886895689278588,0.28727359991917356,0.1621976527222623,0.6415575510507816,0.864685830222996,0.37629974462906857,0.316565264785588,0.21175211399869986,0.6154487668203561,0.5438328877807019,0.9809423909616193,0.9596935521927857,0.8507381088485155,0.8145111427537922,G2_strain_first,8,BAH,cheap,0.4442985406075124,216.0
FS_early_strain_x0.25,0.5009810957807647,0.48519578991418233,0.3496041500857518,0.22928344290093047,0.6435246151141754,0.8938196733849948,0.4093187463296921,0.35006772794466173,0.28978573929044105,0.6336841998706395,0.5709672217451626,0.9873051046968829,0.973430506308617,0.8751640266399399,0.8370720598567456,FS_early_strain_x0.25,1,CGD,cheap,0.4713183053365599,142.7
FS_early_strain_x0.25,0.47010044260989003,0.5064109974220967,0.32174242995006114,0.2504015079361336,0.6320475203914515,0.8851225795185742,0.4070006836440751,0.23131320306888956,0.2716066647731189,0.6268661708360688,0.5611033028629562,0.9858187213496394,0.9704192124834459,0.865466296956696,0.829500967411652,FS_early_strain_x0.25,5,CGD,cheap,0.4546068777091295,150.1
FS_early_strain_x0.25,0.4566476036565636,0.49271411741505355,0.27987937253863027,0.1756982327145106,0.6200937951420633,0.8655676726102709,0.37786025459370387,0.302786595432543,0.19846802234253885,0.6152758753091079,0.5458098880031246,0.9812355790505994,0.9606247351505884,0.8513257046861193,0.8147126992716978,FS_early_strain_x0.25,3,BAH,cheap,0.44162469586950837,156.6
FS_early_strain_x4,0.4349907732104943,0.5191419170934336,0.26109053776902036,0.22617363730792586,0.630863609759655,0.8543394987193912,0.37264478513676413,0.21075236364093353,0.19333265620494192,0.6288159397870403,0.5452615846909168,0.980012493919399,0.9582650976248965,0.8403502173042829,0.8167437106761056,FS_early_strain_x4,7,BAH,cheap,0.4287510264896745,152.8
FS_early_strain_x0.25,0.43630898756873737,0.5217029667297038,0.26067445578553,0.22677868218258815,0.6311597420240709,0.8542115908143213,0.37342829573508324,0.21644955538470728,0.19328782897101143,0.6286311899903414,0.5459799920384888,0.979983746389037,0.9581841240439658,0.8403830653118827,0.8170551214563394,FS_early_strain_x0.25,7,BAH,cheap,0.4285168308624727,176.4
FS_early_strain_x0.25,0.47182313911545,0.4964609409323073,0.3203971763823764,0.2479812638583986,0.6165977204821316,0.8834699590280234,0.40101114290801426,0.2411175350361462,0.2725892542844841,0.6425337835841662,0.5576325072059797,0.9854196272281596,0.96915983395704,0.8633186606845562,0.8272824971280385,FS_early_strain_x0.25,6,CGD,cheap,0.45831915359597125,190.3
FS_early_strain_x4,0.4567346594742082,0.49257994090805673,0.2801464694453491,0.17608948308661806,0.6202283741925856,0.8657681539628299,0.3779628900192752,0.3024182860232833,0.19858543928956257,0.6158968907889174,0.5459974407072513,0.9812757618783823,0.960701722752898,0.8514073910494817,0.8149123100383548,FS_early_strain_x4,3,BAH,cheap,0.44182370419101114,173.5
FS_early_strain_x0.25,0.46101413287644716,0.48866588517896314,0.2869688972747914,0.16185579944107323,0.6421635168423288,0.8644361933026264,0.37616437916708184,0.31593690704767363,0.21083134693206038,0.6153809957636542,0.5438809810367837,0.9808892048180111,0.9595943586221852,0.850628682802216,0.814602133138337,FS_early_strain_x0.25,8,BAH,cheap,0.44382307688084105,189.8
FS_early_strain_x4,0.4694341339540406,0.5053605183897678,0.32166713296302646,0.24865296427051226,0.6316528353817701,0.8851104871203556,0.4062864715261933,0.22883448948292182,0.2720718838631563,0.6262653802013802,0.5606521191813505,0.9858081903726964,0.9704100118789044,0.865487148981188,0.8295290766820067,FS_early_strain_x4,5,CGD,cheap,0.45477969600316337,187.7
FS_early_strain_x4,0.5019506306126835,0.4869342287871718,0.34873184872732005,0.22857900578599613,0.6430071607866121,0.8938000773856896,0.40961931859430445,0.35345059772737725,0.2898190955029701,0.6356902890940843,0.5712563586298323,0.9872838265577064,0.9734166290417741,0.8751182033058754,0.837982888634569,FS_early_strain_x4,1,CGD,cheap,0.47177510411445917,197.4
FS_early_strain_x4,0.4721009417120101,0.49608175480514954,0.3206404980627032,0.24665121993546082,0.617614555714716,0.8834475147262602,0.4008530353570019,0.24178362055301825,0.27338482083215354,0.6426857223321178,0.5579183883452282,0.9854013423753377,0.9691306663846523,0.863374528620814,0.8278720877642944,FS_early_strain_x4,6,CGD,cheap,0.4584835790097391,194.1
FS_early_strain_x4,0.4614874143032504,0.4893336548811287,0.2876301178502821,0.16246310036739203,0.6422464741279329,0.8646624726745799,0.37678479558881395,0.31681853815099636,0.2109257127578295,0.6160581939257285,0.5440810259358572,0.9809262205901678,0.9596987813714594,0.8508422903008948,0.8142633134142169,FS_early_strain_x4,8,BAH,cheap,0.444017588355645,192.4
E16_pert16,0.5003154799034221,0.49298338217485127,0.33021559171223697,0.22117134474472597,0.6414954487511573,0.8893269865623058,0.40430064204394095,0.36811524767821313,0.2807749809386611,0.6322221089880726,0.5674933091558706,0.9863708996926004,0.9716786072476284,0.8707821164688294,0.8358934367043476,E16_pert16,1,CGD,cheap,0.46347780494709173,141.9
E16_pert16,0.46304003484449674,0.5034426553879493,0.30374255835971614,0.23611875414247543,0.6317748524467703,0.8797381637861391,0.39672790310758066,0.226814403181686,0.2629765500359448,0.6223620733102555,0.5543205667164393,0.9846962280101562,0.9682702881717147,0.860793579267505,0.8263763414714027,E16_pert16,5,CGD,cheap,0.4470148150718046,137.4
E16_pert16,0.4654110348994288,0.49440496513470505,0.30032025980185684,0.23660542167162674,0.6181055285774334,0.8779788468083153,0.39067912498536733,0.24133800404462677,0.2623175574348193,0.6381328496345833,0.5520217406415269,0.9842633288362389,0.966968179462169,0.8586154673962634,0.82487751202014,E16_pert16,6,CGD,cheap,0.4504139076646707,151.0
E16_pert16,0.43543949980996083,0.518329979005405,0.26284189148933584,0.22447195165931114,0.631970603866665,0.8541580689447801,0.37306950349815265,0.21052652329851398,0.19586034139214029,0.628186791723136,0.5448891607204432,0.9801544468689284,0.9586504674084292,0.8396896803454177,0.8157612474371726,E16_pert16,7,BAH,cheap,0.4260511719448348,152.3
E16_pert16,0.4593778566189565,0.4948003935163644,0.28120817051568586,0.1778810323313832,0.6206135915346833,0.8658259077976911,0.3795944091569877,0.31096713401457043,0.20050266492687893,0.6170224383810714,0.5463573828754874,0.9814559992271668,0.961165320503902,0.8503024810270885,0.8155187253074667,E16_pert16,3,BAH,cheap,0.439302526824697,157.0
E16_pert16,0.4625302468161239,0.48984399708646176,0.2871929211982623,0.16324242510107498,0.640800814110247,0.8642241773309227,0.37685202727012607,0.3222384326961429,0.2113808640339138,0.6159464293760084,0.5430780449759124,0.9810165703472158,0.9599414540404929,0.8494559208214545,0.8133220914403378,E16_pert16,8,BAH,cheap,0.44166310216034926,169.3
FE16_early_pert16,0.5047640299398427,0.49340422562817293,0.34474106702297797,0.2269952387896216,0.6412331726830052,0.8937884426689886,0.41061831869173504,0.3700271093645848,0.2873782448526329,0.6334108995862089,0.5705920186209347,0.9872447151720907,0.9733395850697114,0.8753143715489592,0.8367554652406696,FE16_early_pert16,1,CGD,cheap,0.4666183758366001,168.7
