model,TOTAL,FC[chem_only],FC[strain_only],FC[both],FC[time],M1_abs(20%),M2_rawFC(25%),M3_ctx(20%),M4_drug(20%),M5_bt(10%),M6_DEP(5%),sampPCC,sampR2,protPCC,dirAcc,seed,strain,beta,tau
x,0.46527140685463964,0.49253192927459993,0.291052189192826,0.16310235934372097,0.6448181940016886,0.8651370991463045,0.37967120512184893,0.32764536432817803,0.21402465182171337,0.6172283857372641,0.5453868788242359,0.9810532033110467,0.9599979861774024,0.8509962902743445,0.8155427597143103,8,BAH,0.0,1.0
x,0.46536466232005635,0.4921709724802068,0.2929961969902836,0.16317271158612076,0.6446283882692297,0.8650050398903366,0.3802541777404526,0.3265840553930208,0.21489877051908504,0.617226697038898,0.5456175004112979,0.9810284096951537,0.9599530958258083,0.8508904813197419,0.8156412208475489,8,BAH,0.1,1.0
x,0.4653662561728056,0.49196902049733876,0.29391827868002196,0.16320752913968695,0.6443624322592588,0.8649193609520907,0.3805070503518584,0.3259729456152096,0.21529665272085738,0.6171698264913913,0.5456943815614063,0.9810121819695329,0.9599229701625088,0.8508133524700516,0.8157124708340601,8,BAH,0.15,1.0
x,0.46533703020025025,0.4917532992010777,0.29480849094380424,0.1632421082682234,0.6439962371104713,0.8648206872287624,0.38073580371111315,0.3253084008334399,0.2156690654494117,0.6170791042641042,0.545710762874774,0.9809934229417678,0.9598877241421877,0.8507204703423987,0.8156871347657857,8,BAH,0.2,1.0
x,0.46528232593695135,0.49152422351969766,0.2956678631209863,0.1632764497022882,0.6435390496192195,0.8647090995194655,0.38094157762928404,0.32459093640667175,0.21601652584192577,0.616956888850523,0.5457586058193075,0.9809721503721867,0.9598473578827422,0.8506121401415558,0.8158230891326349,8,BAH,0.25,1.0
x,0.465200308209332,0.49128218045974786,0.2964974046552857,0.16331055188237312,0.6429993053724796,0.8645846801709264,0.3811254418334411,0.3238212693089191,0.21633958145339016,0.6168053698176904,0.5457860916511105,0.9809483824643489,0.9598018713450397,0.8504886725713215,0.8158990908637235,8,BAH,0.3,1.0
x,0.4654193878564269,0.49202026106247154,0.29405424841149913,0.1631952308251477,0.6442083640060958,0.8649126727660664,0.3805687158333491,0.32609523345460717,0.2153783125297399,0.6171388563011897,0.5457215903577585,0.9810091985002519,0.959916476441615,0.8508108034927121,0.8157023723817686,8,BAH,0.2,1.25
x,0.46537212574902254,0.49171395997996853,0.29541172478003436,0.1632409302485176,0.6433860231617097,0.8647448995941294,0.3809096149375208,0.32513447370868126,0.21594162717600948,0.6169269539333497,0.5457565305108657,0.9809755162565493,0.9598523167653816,0.85065181718853,0.8157318656162582,8,BAH,0.3,1.25
x,0.4654412895526815,0.4921792707792119,0.29348341722070964,0.1631672025944851,0.6443682955712478,0.86497275345465,0.38042522094502984,0.32655242604712464,0.21513868471069833,0.6171785021247762,0.5456872252290353,0.981020136814129,0.9599364432611307,0.8508679854223751,0.8156822027292592,8,BAH,0.2,1.5
x,0.4654394334728301,0.49197099990509036,0.2945886110509384,0.1631992357113635,0.6436981370957433,0.8648497782588096,0.3807192343347776,0.32589221703502597,0.21560990913966344,0.6170145465628851,0.5457557869229478,0.9809944783711954,0.9598875683028252,0.8507557416642443,0.8157552379245778,8,BAH,0.3,1.5
x,0.46538305130897006,0.4917425718967765,0.2956253284017188,0.16323100889976336,0.6427869816032175,0.8647000849267517,0.3809638161616312,0.3251582680173013,0.21602630869980208,0.6167722264291791,0.5457588459374673,0.980962823484654,0.9598266242227717,0.8506132840071385,0.8157607620045288,8,BAH,0.4,1.5
x,0.46543285696062375,0.4919876011360575,0.2948920525260314,0.16319492583867323,0.6426541932028933,0.8647858501524696,0.38077550129229626,0.3258615191174876,0.2157512290539476,0.6167390115628573,0.5457072163296589,0.9809765173249171,0.9598515875302008,0.8507031950227453,0.815730543925727,8,BAH,0.5,2.0
